resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
3084,165,30,6,3,1,1,1,1,10.0,69,1:41:12.313,6072313,\N,\N,\N,\N,1
3106,166,14,1,2,2,1,1,1,10.0,72,1:38:05.538,5885538,\N,\N,\N,\N,1
3128,167,57,1,1,1,1,1,1,10.0,71,1:28:15.818,5295818,\N,\N,\N,\N,1
3150,168,22,6,4,18,1,1,1,10.0,45,1:25:34.418,5134418,\N,\N,\N,\N,1
3172,169,57,1,1,3,1,1,1,10.0,77,1:45:33.869,6333869,\N,\N,\N,\N,1
3194,170,57,1,1,1,1,1,1,10.0,44,1:28:14.494,5294494,\N,\N,\N,\N,1
3216,171,30,6,3,1,1,1,1,10.0,53,1:27:31.638,5251638,\N,\N,\N,\N,1
3238,172,30,6,3,1,1,1,1,10.0,73,1:36:30.883,5790883,\N,\N,\N,\N,1
3260,173,30,6,3,1,1,1,1,10.0,53,1:29:53.435,5393435,\N,\N,\N,\N,1
3282,174,30,6,3,1,1,1,1,10.0,56,1:35:54.235,5754235,\N,\N,\N,\N,1
3304,175,56,6,4,6,1,1,1,10.0,57,1:35:01.659,5701659,\N,\N,\N,\N,1
3326,176,57,1,1,1,1,1,1,10.0,72,1:36:03.785,5763785,\N,\N,\N,\N,1
3348,177,30,6,3,3,1,1,1,10.0,62,1:33:44.792,5624792,\N,\N,\N,\N,1
3370,178,30,6,3,2,1,1,1,10.0,78,1:49:31.812,6571812,\N,\N,\N,\N,1
3392,179,57,1,1,1,1,1,1,10.0,65,1:34:13.665,5653665,\N,\N,\N,\N,1
3414,180,57,1,1,2,1,1,1,10.0,69,1:41:35.727,6095727,\N,\N,\N,\N,1
3436,181,49,17,8,5,1,1,1,10.0,72,1:58:24.343,7104343,\N,\N,\N,\N,1
3458,182,14,1,2,3,1,1,1,10.0,60,1:32:30.144,5550144,\N,\N,\N,\N,1
3480,183,56,6,4,3,1,1,1,10.0,71,1:28:12.438,5292438,\N,\N,\N,\N,1
3502,184,56,6,4,5,1,1,1,10.0,45,1:21:58.594,4918594,\N,\N,\N,\N,1
3524,185,57,1,1,1,1,1,1,10.0,77,1:46:23.536,6383536,\N,\N,\N,\N,1
3546,186,14,1,2,2,1,1,1,10.0,44,1:25:43.057,5143057,\N,\N,\N,\N,1
3568,187,49,17,8,2,1,1,1,10.0,53,1:17:02.923,4622923,\N,\N,\N,\N,1
3590,188,65,24,17,14,1,1,1,10.0,66,1:41:54.314,6114314,\N,\N,\N,\N,1
3612,189,56,6,4,2,1,1,1,10.0,56,1:36:38.494,5798494,\N,\N,\N,\N,1
3634,190,57,1,1,2,1,1,1,10.0,53,1:31:18.785,5478785,\N,\N,\N,\N,1
3656,191,57,1,8,1,1,1,1,10.0,58,1:31:46.0,5506000,\N,\N,\N,\N,1
3678,192,57,1,8,1,1,1,1,10.0,72,1:37:12.2,5832200,\N,\N,\N,\N,1
3700,193,30,6,3,2,1,1,1,10.0,72,1:48:36.1,6516100,\N,\N,\N,\N,1
3722,194,14,1,7,1,1,1,1,10.0,62,1:34:25.4,5665400,\N,\N,\N,\N,1
3744,195,57,1,8,1,1,1,1,10.0,65,1:33:38.3,5618300,\N,\N,\N,\N,1
3765,196,57,1,8,1,1,1,1,10.0,78,1:51:24.4,6684400,\N,\N,\N,\N,1
3787,197,30,6,3,3,1,1,1,10.0,69,1:40:57.3,6057300,\N,\N,\N,\N,1
3809,198,30,6,3,2,1,1,1,10.0,71,1:34:45.0,5685000,\N,\N,\N,\N,1
3831,199,30,6,3,2,1,1,1,10.0,60,1:47:02.4,6422400,\N,\N,\N,\N,1
3853,200,57,1,8,3,1,1,1,10.0,71,1:30:44.0,5444000,\N,\N,\N,\N,1
3875,201,57,1,8,1,1,1,1,10.0,45,1:20:48.0,4848000,\N,\N,\N,\N,1
3896,202,30,6,3,3,1,1,1,10.0,77,1:45:26.4,6326400,\N,\N,\N,\N,1
3917,203,71,17,9,3,1,1,1,10.0,44,1:43:47.407,6227407,\N,\N,\N,\N,1
3939,204,30,6,3,1,1,1,1,10.0,53,1:17:10.3,4630300,\N,\N,\N,\N,1
3961,205,57,1,8,3,1,1,1,10.0,67,1:32:14.789,5534789,\N,\N,\N,\N,1
3983,206,57,1,8,2,1,1,1,10.0,51,1:27:23.4,5243400,\N,\N,\N,\N,1
4005,207,14,1,10,4,1,1,1,10.0,58,1:30:28.718,5428718,\N,\N,\N,\N,1
4029,208,35,3,3,1,1,1,1,10.0,72,1:36:06.990,5766990,\N,\N,\N,\N,1
4051,209,35,3,3,1,1,1,1,10.0,72,1:52:01.715,6721715,\N,\N,\N,\N,1
4073,210,49,3,4,2,1,1,1,10.0,62,1:31:00.673,5460673,\N,\N,\N,\N,1
4095,211,30,6,5,2,1,1,1,10.0,62,2:00:05.654,7205654,\N,\N,\N,\N,1
4117,212,35,3,3,1,1,1,1,10.0,64,1:30:35.896,5435896,\N,\N,\N,\N,1
4139,213,30,6,5,1,1,1,1,10.0,54,1:17:40.646,4660646,\N,\N,\N,\N,1
4161,214,30,6,5,1,1,1,1,10.0,72,1:38:50.492,5930492,\N,\N,\N,\N,1
4183,215,35,3,3,1,1,1,1,10.0,59,1:28:01.665,5281665,\N,\N,\N,\N,1
4205,216,77,22,8,1,1,1,1,10.0,45,1:20:59.046,4859046,\N,\N,\N,\N,1
4227,217,35,3,3,2,1,1,1,10.0,77,1:45:47.149,6347149,\N,\N,\N,\N,1
4249,218,30,6,5,3,1,1,1,10.0,44,1:33:46.717,5626717,\N,\N,\N,\N,1
4271,219,14,1,10,6,1,1,1,10.0,53,1:17:04.609,4624609,\N,\N,\N,\N,1
4293,220,35,3,3,1,1,1,1,10.0,71,1:27:35.999,5255999,\N,\N,\N,\N,1
4315,221,35,3,3,2,1,1,1,10.0,67,1:31:27.843,5487843,\N,\N,\N,\N,1
4337,222,30,6,5,2,1,1,1,10.0,53,1:29:48.446,5388446,\N,\N,\N,\N,1
4359,223,57,1,9,5,1,1,1,10.0,69,1:38:57.771,5937771,\N,\N,\N,\N,1
4381,224,71,3,5,2,1,1,1,10.0,58,1:32:50.4,5570400,\N,\N,\N,\N,1
4403,225,71,3,5,1,1,1,1,10.0,71,1:49:52.976,6592976,\N,\N,\N,\N,1
4425,226,71,3,5,1,1,1,1,10.0,72,1:54:55.322,6895322,\N,\N,\N,\N,1
4447,227,35,3,6,2,1,1,1,10.0,67,1:33:26.473,5606473,\N,\N,\N,\N,1
4469,228,71,3,5,2,1,1,1,10.0,63,1:35:26.156,5726156,\N,\N,\N,\N,1
4491,229,44,27,9,14,1,1,1,10.0,75,2:00:45.629,7245629,\N,\N,\N,\N,1
4513,230,30,6,1,3,1,1,1,10.0,65,1:59:49.307,7189307,\N,\N,\N,\N,1
4535,231,71,3,5,1,1,1,1,10.0,69,1:36:03.4,5763400,\N,\N,\N,\N,1
4557,232,71,3,5,2,1,1,1,10.0,72,1:36:29.2,5789200,\N,\N,\N,\N,1
4579,233,35,3,6,2,1,1,1,10.0,61,1:33:00.874,5580874,\N,\N,\N,\N,1
4601,234,71,3,5,1,1,1,1,10.0,45,1:21:43.417,4903417,\N,\N,\N,\N,1
4621,235,35,3,6,3,1,1,1,10.0,77,1:46:21.134,6381134,\N,\N,\N,\N,1
4641,236,30,6,1,3,1,1,1,10.0,44,1:28:15.125,5295125,\N,\N,\N,\N,1
4661,237,30,6,1,3,1,1,1,10.0,53,1:17:43.632,4663632,\N,\N,\N,\N,1
4681,238,35,3,6,2,1,1,1,10.0,70,1:40:22.915,6022915,\N,\N,\N,\N,1
4701,239,71,3,5,2,1,1,1,10.0,52,1:32:33.791,5553791,\N,\N,\N,\N,1
4721,240,30,22,1,2,1,1,1,10.0,71,1:38:34.154,5914154,\N,\N,\N,\N,1
4747,241,71,3,5,2,1,1,1,10.0,72,1:53:14.532,6794532,\N,\N,\N,\N,1
4773,242,71,3,5,4,1,1,1,10.0,63,1:41:42.522,6102522,\N,\N,\N,\N,1
4799,243,30,22,1,1,1,1,1,10.0,65,1:34:20.507,5660507,\N,\N,\N,\N,1
4825,244,30,22,1,2,1,1,1,10.0,78,1:53:11.258,6791258,\N,\N,\N,\N,1
4851,245,55,6,27,5,1,1,1,10.0,68,1:44:54.171,6294171,\N,\N,\N,\N,1
4875,246,30,22,1,2,1,1,1,10.0,72,1:38:28.429,5908429,\N,\N,\N,\N,1
4899,247,65,22,2,5,1,1,1,10.0,61,1:34:35.093,5675093,\N,\N,\N,\N,1
4923,248,30,22,1,2,1,1,1,10.0,45,1:22:56.043,4976043,\N,\N,\N,\N,1
4947,249,71,3,5,1,1,1,1,10.0,77,1:46:25.721,6385721,\N,\N,\N,\N,1
4971,250,30,22,1,16,1,1,1,10.0,44,1:36:47.875,5807875,\N,\N,\N,\N,1
4995,251,65,22,2,8,1,1,1,10.0,53,1:18:27.916,4707916,\N,\N,\N,\N,1
5019,252,14,3,6,1,1,1,1,10.0,71,1:41:52.145,6112145,\N,\N,\N,\N,1
5043,253,30,22,1,3,1,1,1,10.0,67,1:39:59.044,5999044,\N,\N,\N,\N,1
5067,254,30,22,1,3,1,1,1,10.0,83,1:48:49.972,6529972,\N,\N,\N,\N,1
5091,255,30,22,1,1,1,1,1,10.0,53,1:36:52.930,5812930,\N,\N,\N,\N,1
5115,256,71,3,5,1,1,1,1,10.0,81,1:49:15.946,6555946,\N,\N,\N,\N,1
5139,257,30,22,5,2,1,1,1,10.0,71,1:35:39.2,5739200,\N,\N,\N,\N,1
5167,258,30,22,5,2,1,1,1,10.0,83,1:46:01.693,6361693,\N,\N,\N,\N,1
5195,259,30,22,5,2,1,1,1,10.0,58,1:28:28.642,5308642,\N,\N,\N,\N,1
5223,260,30,22,5,1,1,1,1,10.0,78,1:49:55.3,6595300,\N,\N,\N,\N,1
5249,261,71,3,0,2,1,1,1,10.0,65,1:36:14.3,5774300,\N,\N,\N,\N,1
5276,262,30,22,5,1,1,1,1,10.0,69,1:44:32.1,6272100,\N,\N,\N,\N,1
5303,263,30,22,5,3,1,1,1,10.0,72,1:38:36.2,5916200,\N,\N,\N,\N,1
5331,264,71,3,0,1,1,1,1,10.0,60,1:30:03.640,5403640,\N,\N,\N,\N,1
5359,265,77,6,28,1,1,1,1,10.0,45,1:22:37.2,4957200,\N,\N,\N,\N,1
5387,266,30,22,5,1,1,1,1,10.0,77,1:48:00.185,6480185,\N,\N,\N,\N,1
5415,267,71,3,0,3,1,1,1,10.0,44,1:28:47.1,5327100,\N,\N,\N,\N,1
5443,268,71,3,0,3,1,1,1,10.0,53,1:18:03.2,4683200,\N,\N,\N,\N,1
5471,269,71,3,0,2,1,1,1,10.0,71,1:45:10.1,6310100,\N,\N,\N,\N,1
5499,270,30,22,5,1,1,1,1,10.0,69,1:40:27.3,6027300,\N,\N,\N,\N,1
5527,271,71,3,0,2,1,1,1,10.0,50,1:55:53.532,6953532,\N,\N,\N,\N,1
5555,272,95,3,2,1,1,1,1,10.0,81,1:47:51.4,6471400,\N,\N,\N,\N,1
5583,273,117,3,2,1,1,1,1,10.0,72,1:38:45.082,5925082,\N,\N,\N,\N,1
5609,274,102,1,8,3,1,1,1,10.0,71,1:51:15.485,6675485,\N,\N,\N,\N,1
5635,275,102,1,8,4,1,1,1,10.0,76,1:50:46.570,6646570,\N,\N,\N,\N,1
5661,276,117,3,2,1,1,1,1,10.0,61,1:33:20.413,5600413,\N,\N,\N,\N,1
5687,277,117,3,2,1,1,1,1,10.0,65,1:32:27.685,5547685,\N,\N,\N,\N,1
5713,278,102,1,8,3,1,1,1,10.0,78,1:52:10.947,6730947,\N,\N,\N,\N,1
5739,279,117,3,2,1,1,1,1,10.0,69,1:36:41.822,5801822,\N,\N,\N,\N,1
5765,280,117,3,2,2,1,1,1,10.0,72,1:38:35.241,5915241,\N,\N,\N,\N,1
5791,281,117,3,2,1,1,1,1,10.0,59,1:25:38.189,5138189,\N,\N,\N,\N,1
5817,282,117,3,2,1,1,1,1,10.0,45,1:18:40.885,4720885,\N,\N,\N,\N,1
5843,283,71,3,0,2,1,1,1,10.0,77,1:47:39.098,6459098,\N,\N,\N,\N,1
5869,284,71,3,0,2,1,1,1,10.0,44,1:24:32.124,5072124,\N,\N,\N,\N,1
5895,285,71,3,0,2,1,1,1,10.0,53,1:17:07.509,4627509,\N,\N,\N,\N,1
